new_index,author,content,date_time,id,language,number_of_likes,number_of_shares,sentiment
161,BarackObama,Global climate action became a reality this year—keep the progress going in 2016: https://t.co/LoFVusJz5p https://t.co/0Xqt4gJM3G,2015-12-30 22:08:00,682323000000000000,en,2401,822,1
162,BarackObama,Find out how @OFA organizers are gearing up to #ActOnClimate in their communities—and how you can support this work: https://t.co/OIa4ryAdw0,2015-12-21 20:35:00,679038000000000000,en,906,295,1
163,BarackObama,2015 will likely be the hottest year ever recorded. https://t.co/3riSWz8Aag #ActOnClimate,2015-12-21 17:09:00,678986000000000000,en,1535,925,1
164,BarackObama,"After years of effort by the U.S., nearly every country in the world came together to stand #UnitedOnClimate. https://t.co/3CtLUPak0x",2015-12-16 18:57:00,677201000000000000,en,2208,775,1
165,BarackObama,"Thanks to American leadership, countries around the world are standing #UnitedOnClimate. https://t.co/NDKceX0BMv",2015-12-15 22:17:00,676889000000000000,en,2028,596,1
166,BarackObama,A trip to Alaska could be great motivation to join the fight to #ActOnClimate. Enter now: https://t.co/O0BEOKfAau https://t.co/lU4veG3htt,2015-12-15 18:29:00,676831000000000000,en,2092,537,1
167,BarackObama,Say you stand with countries around the world who are #UnitedOnClimate—add your name: https://t.co/f12TuSPSjW #ParisAgreement,2015-12-13 22:02:00,676160000000000000,en,2762,1101,1
168,BarackObama,This is huge: Almost every country in the world just signed on to the #ParisAgreement on climate change—thanks to American leadership.,2015-12-12 18:29:00,675744000000000000,en,21527,12028,1
169,BarackObama,Climate action at the local level is key in pushing the conversation forward. Read the latest from Wisconsin: https://t.co/Cf9ZD7cJ0p,2015-12-11 16:11:00,675347000000000000,en,1452,482,1
170,BarackObama,WATCH: President Obama tells a room full of organizers to continue the fight on climate change. https://t.co/ri3kiWVDLT #ActOnClimate,2015-12-10 21:09:00,675060000000000000,en,1278,441,1
171,BarackObama,Nations from around the world are coming together to #ActOnClimate. Join millions calling for real progress: https://t.co/EQCMO20xAh,2015-12-10 19:18:00,675032000000000000,en,1805,789,1
172,BarackObama,"With American leadership, more than 180 nations have committed to tackling climate change. #UnitedOnClimate https://t.co/iq1SyJhVsX",2015-12-09 21:35:00,674704000000000000,en,2853,978,1
173,BarackObama,The world is #UnitedOnClimate. It's time to act. https://t.co/jvCIgpcDLi,2015-12-09 20:19:00,674685000000000000,en,1989,937,1
174,BarackObama,Hundreds of nations are coming together to stand #UnitedOnClimate—and you can join the conversation: https://t.co/98glwuXieP,2015-12-08 20:46:00,674329000000000000,en,1669,685,1
175,BarackObama,The world is #UnitedOnClimate—it's time for climate change deniers in Congress to get on board. https://t.co/fayuoBVCmP,2015-12-08 18:31:00,674295000000000000,en,2115,923,1
176,BarackObama,The world is standing #UnitedOnClimate. It's time to act. https://t.co/TRQStCSunY,2015-12-08 17:00:00,674272000000000000,en,2026,689,1
177,BarackObama,Countries all over the world are standing #UnitedOnClimate—join the conversation to be part of this historic moment: https://t.co/mhF9PsXw28,2015-12-02 19:25:00,672135000000000000,en,1965,873,1
178,BarackObama,This is a huge step forward. #UnitedOnClimate https://t.co/E8jvEr1PXH,2015-12-02 16:36:00,672092000000000000,en,3640,1581,1
179,BarackObama,Climate change deniers are trying to undermine America's commitment to #ActOnClimate. Read more: https://t.co/uzZgDXrny1,2015-12-01 18:57:00,671765000000000000,en,1498,717,1
180,BarackObama,Be a part of this historic moment in the fight against climate change—join the #UnitedOnClimate conversation: https://t.co/47SrSAKaqp #COP21,2015-12-01 17:40:00,671746000000000000,en,1814,787,1
181,BarackObama,Stand up for global action on climate change—add your name: https://t.co/MuaIyh1rkj #ActOnClimate https://t.co/OOG1VviHCw,2015-11-30 23:13:00,671467000000000000,en,2289,1018,1
182,BarackObama,The global talks on climate change have begun. Join the conversation: https://t.co/HSeUsM9avN #UnitedOnClimate,2015-11-30 21:26:00,671440000000000000,en,1649,687,1
183,BarackObama,Watch President Obama discuss how to build a framework for progress on the global effort to tackle climate change. https://t.co/9zQWCyqYzA,2015-11-30 20:08:00,671421000000000000,en,1954,801,1
184,BarackObama,Read why the international climate talks in Paris are so important: https://t.co/FlasnjEIdK #COP21,2015-11-30 18:19:00,671393000000000000,en,1028,519,0
185,BarackObama,Show your support for American leadership in the international effort to #ActOnClimate: https://t.co/mhuMkdtvMZ,2015-11-27 20:26:00,670338000000000000,en,2565,921,1
186,BarackObama,The Clean Power Plan is one of the biggest step America's ever taken to tackle climate change. https://t.co/UOvVIhJ7pp,2015-11-27 18:26:00,670308000000000000,en,3634,1315,1
187,BarackObama,Read from @GinaEPA on how the United States is leading the international effort to #ActOnClimate: https://t.co/1H3ZafxtPo,2015-11-25 18:30:00,669584000000000000,en,1212,423,1
188,BarackObama,No more excuses. It's time to #ActOnClimate: https://t.co/XzQX5J0jpA https://t.co/9mtCVvNiLx,2015-11-23 21:17:00,668901000000000000,en,3236,1782,1
189,BarackObama,Say you're ready for strong global efforts to #ActOnClimate—don't let climate change deniers prevent progress: https://t.co/jiAVOprWZQ,2015-11-23 19:04:00,668868000000000000,en,1792,796,1
190,BarackObama,Don't let climate change deniers stand in the way of global progress on climate action: https://t.co/C23ubl5JhK #ActOnClimate,2015-11-20 17:57:00,667764000000000000,en,2193,1002,1
191,BarackObama,It's crucial to #ActOnClimate—and this is just one way the Clean Power Plan is a step forward. https://t.co/ocxLx79spL,2015-11-20 16:34:00,667743000000000000,en,2051,851,1
192,BarackObama,The international community is committed to #ActOnClimate—show your support for global action: https://t.co/yQZV3HB089,2015-11-19 20:36:00,667441000000000000,en,1665,672,1
193,BarackObama,Progress on tackling climate change is happening—and we can't go back. #ActOnClimate https://t.co/w2MLu1V6Xc,2015-11-19 17:47:00,667399000000000000,en,1993,772,1
194,BarackObama,Say you're ready for big progress in the global effort to #ActOnClimate—add your name: https://t.co/bPePodECOq,2015-11-18 23:56:00,667129000000000000,en,1870,691,1
195,BarackObama,Don't let climate change deniers derail progress in the global effort to #ActOnClimate: https://t.co/mPmFhSUoSL https://t.co/AG1XQ3AyFR,2015-11-18 20:01:00,667070000000000000,en,1721,768,1
196,BarackObama,"In two weeks, nations across the globe are gathering to #ActOnClimate—this is a big deal. https://t.co/HL6q3Aj507",2015-11-18 16:19:00,667014000000000000,en,2354,985,1
197,BarackObama,The U.S. has already tripled wind and solar energy since 2008. The Clean Power Plan will continue that progress. https://t.co/nRx3sbbKny,2015-11-17 19:06:00,666694000000000000,en,3409,1331,1
198,BarackObama,The Clean Power Plan is a vital step to #ActOnClimate and improve public health. https://t.co/kJhg6FnU0M,2015-11-17 16:30:00,666655000000000000,en,1803,675,1
199,BarackObama,Get the facts on important issues like climate change—join the OFA Truth Team: https://t.co/ounOuTRFqA,2015-11-16 23:25:00,666397000000000000,en,1321,467,1
200,BarackObama,Man-made climate change is having a big effect on global temperatures. Read more: https://t.co/ps452iI0tN #ActOnClimate,2015-11-13 17:32:00,665221000000000000,en,1789,1025,1
201,BarackObama,Read from veteran and former Federal Chief Sustainability Officer Jon Powers on why it's time to #ActOnClimate: https://t.co/ykAO114cl7,2015-11-12 18:49:00,664878000000000000,en,1133,487,1
202,BarackObama,Retweet if you support American leadership on climate change. #ActOnClimate https://t.co/nzUDGeuE7v,2015-11-06 20:47:00,662733000000000000,en,4203,4583,1
203,BarackObama,The President just rejected #KeystoneXL. Add your name to support strong action on climate change: https://t.co/UQ4n60s4fw #ActOnClimate,2015-11-06 17:53:00,662689000000000000,en,2455,1089,1
204,BarackObama,"""If we want to prevent the worst effects of climate change before it's too late, the time to act is now."" —President Obama #ActOnClimate",2015-11-06 17:12:00,662679000000000000,en,3572,1992,1
205,BarackObama,BREAKING: President Obama just took another huge step to #ActOnClimate by rejecting the #KeystoneXL pipeline.,2015-11-06 16:59:00,662676000000000000,en,4694,3014,1
206,BarackObama,More than two dozen states and cities are fighting to #ActOnClimate by defending the Clean Power Plan: https://t.co/0k5rMve0WP,2015-11-04 22:10:00,662029000000000000,en,1472,530,1
207,BarackObama,Read @ShaunOMB's op-ed on how science and data are helping the U.S. focus on the long-term costs of climate change: https://t.co/324sszQ7BZ,2015-10-29 19:49:00,659819000000000000,en,743,306,1
208,BarackObama,Big polluters and climate change deniers are standing in the way of progress—fight back: https://t.co/Suca7L4Qer https://t.co/UeLwhEwg4Q,2015-10-29 17:31:00,659785000000000000,en,1765,871,1
209,BarackObama,Don't let climate change deniers have the final say on the Clean Power Plan—show your support: https://t.co/WonJQaG13f #ActOnClimate,2015-10-28 22:00:00,659490000000000000,en,1860,920,1
210,BarackObama,"If you want cleaner air and improved public health, add your name: https://t.co/7ke9LaRf8m #ActOnClimate https://t.co/ZsMTAf46Wz",2015-10-28 17:33:00,659423000000000000,en,1403,700,1
211,BarackObama,New federal limits on methane pollution will help make our air cleaner. Show your support: https://t.co/x1MOB932DC #ActOnClimate,2015-10-26 16:27:00,658681000000000000,en,1435,602,1
212,BarackObama,"""We've led by example, generating more clean energy and lowering our carbon emissions."" —President Obama https://t.co/z03D6bfY5M",2015-10-24 17:58:00,657979000000000000,en,2274,900,1
213,BarackObama,This is why the Clean Power Plan matters. #ActOnClimate https://t.co/XrqJz4p7EK,2015-10-23 15:30:00,657580000000000000,en,2449,1292,1
214,BarackObama,Action on climate change can't wait—which is why the Clean Power Plan is so important. https://t.co/pOTxkVudYu,2015-10-20 19:04:00,656547000000000000,en,2094,1601,1
215,BarackObama,Eighty-one companies support a global agreement to #ActOnClimate: https://t.co/kPKOq6Iild,2015-10-20 14:58:00,656485000000000000,en,875,380,1
216,BarackObama,Retweet if you agree it's time to #ActOnClimate. http://t.co/ku22tRSWal,2015-10-16 21:22:00,655132000000000000,en,5418,6531,1
217,BarackObama,Coal mining companies are supporting an international deal to #ActOnClimate: http://t.co/dbGikYvJYF It's time for deniers to get on board.,2015-10-16 20:03:00,655112000000000000,en,959,468,1
218,BarackObama,See where your representatives stand on the basic science of climate change: http://t.co/ElYb0YIG73 #ActOnClimate,2015-10-15 19:09:00,654736000000000000,en,857,454,1
219,BarackObama,Climate change denial is at a record low—just not in Congress. Read more: http://t.co/0sVnLm05NQ #ActOnClimate,2015-10-15 17:24:00,654709000000000000,en,1434,767,1
220,BarackObama,Make your sweet tooth happy—it's #NationalDessertDay. http://t.co/L7GnDIUO3c,2015-10-14 22:41:00,654427000000000000,en,5131,1904,0
221,BarackObama,Another reason why it's so important to #ActOnClimate: http://t.co/XsCMTXEWdT,2015-10-14 16:59:00,654341000000000000,en,1301,687,1
222,BarackObama,Wind and solar energy are getting cheaper and cheaper—the #SwitchToClean energy is happening. http://t.co/nzigk15vXp,2015-10-09 17:01:00,652529000000000000,en,2499,1548,1
223,BarackObama,"In an interview with @RollingStone, President Obama lays out why we need to #ActOnClimate before it's too late. http://t.co/gMyOuzHcNM",2015-09-29 15:13:00,648878000000000000,en,2123,958,1
224,BarackObama,Climate change is an issue that cannot be left for future generations—and @pontifex agrees: http://t.co/f9HHt0iOJk #ActOnClimate,2015-09-25 15:39:00,647435000000000000,en,1878,1010,1
225,BarackObama,Watch @Pontifex say why it's so important for everyone to come together to #ActOnClimate. #PopeInDC http://t.co/ouZ0PDWQKt,2015-09-23 19:56:00,646775000000000000,en,3304,2247,1
226,BarackObama,Climate change is real—and it's time to act. http://t.co/bjIcRhTniI (h/t @washingtonpost) http://t.co/U9HJCLVUGt,2015-09-21 17:49:00,646018000000000000,en,1939,1563,1
227,BarackObama,Investments in clean energy are boosting the economy—while fighting climate change. #ActOnClimate http://t.co/24j5r1rmAW,2015-09-17 18:44:00,644583000000000000,en,1625,942,1
228,BarackObama,States and cities from the U.S. and China are pledging to #ActOnClimate—years earlier than national targets. http://t.co/VCyS0feIHY,2015-09-17 17:15:00,644560000000000000,en,1310,600,1
229,BarackObama,Solar energy is heading toward a record-setting year for growth. Find out more: http://t.co/L72GR0YrCp,2015-09-09 17:29:00,641665000000000000,en,1506,798,1
230,BarackObama,"Today, America celebrates the grit and resilience of working families. Happy #LaborDay. http://t.co/WUEQreifAe",2015-09-07 17:50:00,640945000000000000,en,4355,1738,1
231,BarackObama,President Obama is highlighting the effects of climate climate during his trip to Alaska. Check it out: http://t.co/Skkh8ciLsE,2015-09-02 17:36:00,639130000000000000,en,1800,805,1
232,BarackObama,"""Few things can have as negative an impact on our economy as climate change."" —President Obama #ActOnClimate http://t.co/0ifY6Lmvfm",2015-09-02 15:42:00,639101000000000000,en,1985,1162,1
233,BarackObama,"“Climate change is no longer some far-off problem; it is happening here, it is happening now."" —President Obama http://t.co/GpZw8q2DYY",2015-09-01 19:52:00,638802000000000000,en,2368,1735,-1
234,BarackObama,Get a behind-the-scenes look at President Obama's trip to Alaska—the front lines in the fight against climate change. http://t.co/w3OHUbZJxX,2015-09-01 16:32:00,638751000000000000,en,2960,1308,1
235,BarackObama,"""As long as I’m President, America will lead the world to meet the threat of climate change."" —President Obama http://t.co/KjpcaULAUR",2015-08-29 16:34:00,637665000000000000,en,5474,2317,-1
236,BarackObama,"In the weekly address, President Obama discusses his upcoming trip to Alaska and pledges to #ActOnClimate. http://t.co/KjpcaUtZwh",2015-08-29 15:12:00,637644000000000000,en,1564,532,1
237,BarackObama,"""No challenge poses a greater threat to our future than climate change."" —President Obama http://t.co/sM8q8KdqtT #ActOnClimate",2015-08-25 22:23:00,636303000000000000,en,1946,1144,1
238,BarackObama,LIVE: President Obama is speaking at the National Clean Energy Summit. http://t.co/nT5D3qut8D #NCES8,2015-08-25 00:13:00,635968000000000000,en,1025,432,2
239,BarackObama,Tune in at 8 p.m. ET to watch President Obama speak at the National Clean Energy Summit in Las Vegas: http://t.co/bJjH0wVLtF #NCES8,2015-08-24 23:15:00,635954000000000000,en,776,340,0
240,BarackObama,President Obama is announcing a plan to make it easier and cheaper for homeowners to #SwitchToClean energy: http://t.co/uVZmnmUjLI,2015-08-24 22:11:00,635937000000000000,en,1432,701,-1
241,BarackObama,Investing in renewable energy helps fight climate change—and creates jobs. #ActOnClimate http://t.co/AnCmecZuV1,2015-08-24 21:01:00,635920000000000000,en,1606,956,1
242,BarackObama,This is a big deal in the fight to curb climate change. #ActOnClimate http://t.co/kKd3iHCfbH,2015-08-21 15:37:00,634751000000000000,en,1981,931,1
243,BarackObama,Don’t let climate change deniers set us back. Add your name to support the Clean Power Plan: http://t.co/sxMXJrfPB9,2015-08-20 15:29:00,634387000000000000,en,1711,851,1
244,BarackObama,New limits on methane pollution will help curb climate change and protect public health: http://t.co/lQNiKqDsZO #ActOnClimate,2015-08-19 17:58:00,634062000000000000,en,1175,558,1
245,BarackObama,Climate change deniers want to stop the Clean Power Plan. Don’t let them—add your name today: http://t.co/Qq3d4Eq8A7 #ActOnClimate,2015-08-19 14:58:00,634017000000000000,en,1351,750,1
246,BarackObama,"Add your name if you're ready for cleaner, safer air: http://t.co/PWtDU81XGK #ActOnClimate http://t.co/rVnR9KDCCF",2015-08-18 17:45:00,633696000000000000,en,2054,898,1
247,BarackObama,Read about President Obama's latest move to reduce methane gas pollution from landfills: http://t.co/oeyIiaMff3 #ActOnClimate,2015-08-17 21:31:00,633391000000000000,en,1179,541,1
248,BarackObama,Take a stand with state leaders committed to #ActOnClimate. Show your support for the Clean Power Plan: http://t.co/yo59OncP6E,2015-08-17 16:41:00,633318000000000000,en,1579,714,1
249,BarackObama,"Jon traveled 3,000 miles to change the conversation about climate change. Read more: http://t.co/IKrE4I0aY7 #ActOnClimate",2015-08-17 15:04:00,633293000000000000,en,1257,478,1
250,BarackObama,"Read about Jon's 3,000 mile journey to fight climate change: http://t.co/RGFnfHnuXt #ActOnClimate",2015-08-13 21:41:00,631944000000000000,en,1187,458,1
251,BarackObama,Retweet if you believe it's time for action on climate change. #ActOnClimate http://t.co/SUQYTCvC4n,2015-08-13 20:29:00,631926000000000000,en,3629,5796,1
252,BarackObama,President Obama is heading to Alaska—the front lines in the fight against climate change. http://t.co/UyAmOWgqcG,2015-08-13 16:47:00,631870000000000000,en,2496,1334,1
253,BarackObama,"A new report shows that wind energy is booming—and now provides 73,000 jobs in the U.S. Read more: http://t.co/AmEOMN19SA #ActOnClimate",2015-08-11 22:25:00,631230000000000000,en,1909,1039,1
254,BarackObama,Renewable energy is good for the economy. #ActOnClimate http://t.co/ldkt4VIZ6O,2015-08-11 16:19:00,631138000000000000,en,2227,1136,1
255,BarackObama,Show your support for this historic step in the fight to #ActOnClimate: http://t.co/qe1rSxCjZ3 http://t.co/TSqzetgmKp,2015-08-10 15:51:00,630768000000000000,en,2714,1232,1
256,BarackObama,Cleaner air is safer air. #ActOnClimate http://t.co/tC52FUN8kx,2015-08-07 18:26:00,629720000000000000,en,2140,1018,1
257,BarackObama,Find out how you can support the Clean Power Plan. Read President Obama's message: http://t.co/kQLsS3m0P1 #ActOnClimate,2015-08-06 15:21:00,629311000000000000,en,1334,596,1
258,BarackObama,Stand with state leaders who are fighting to #ActOnClimate with the Clean Power Plan: http://t.co/g2JLglfGrS,2015-08-05 22:04:00,629050000000000000,en,1619,747,1
259,BarackObama,From @Deese44: Read why the Clean Power Plan is vital to the fight against climate change: http://t.co/QPHdcuYzv2 #ActOnClimate,2015-08-05 20:38:00,629029000000000000,en,1165,464,1
260,BarackObama,The Clean Power Plan is the most important step we've ever taken to #ActOnClimate—show your support: http://t.co/kMSTiiFyyn,2015-08-04 18:54:00,628640000000000000,en,1961,948,1
261,BarackObama,WATCH: We only get one planet—that's why it's so important to #ActOnClimate. http://t.co/1blXJGfptg,2015-08-04 17:21:00,628617000000000000,en,3074,1932,1
262,BarackObama,"If you're committed to #ActOnClimate, support the Clean Power Plan—add your name now: http://t.co/kWMuOwfi2N http://t.co/rAFdvL9DZm",2015-08-03 19:07:00,628281000000000000,en,2449,1494,1
263,BarackObama,LIVE: President Obama is speaking about fighting climate change with the Clean Power Plan. http://t.co/7Oc50aI2Hh #ActOnClimate,2015-08-03 18:14:00,628268000000000000,en,1237,758,1
264,BarackObama,Tune in at 2:15 p.m. ET to watch President Obama discuss the importance of the Clean Power Plan: http://t.co/7Oc50aI2Hh #ActOnClimate,2015-08-03 17:05:00,628250000000000000,en,945,431,1
265,BarackObama,Solar energy is booming. #ActOnClimate http://t.co/sQ8YnZhOT0,2015-07-30 17:33:00,626808000000000000,en,2829,1431,1
266,BarackObama,You don't have to be a policy expert to make a difference on issues like climate change: http://t.co/sFa47ryB64,2015-07-29 16:40:00,626432000000000000,en,2092,910,1
267,BarackObama,ICYMI: Some of America's largest businesses are investing in clean energy to cut carbon pollution. http://t.co/RjulSvDQ2S #ActOnClimate,2015-07-28 21:35:00,626144000000000000,en,1974,891,1
268,BarackObama,American businesses are pledging $140 billion to reduce carbon pollution and #ActOnClimate: http://t.co/f81RNHZVRq,2015-07-27 16:01:00,625698000000000000,en,1957,928,1
269,BarackObama,Investing in energy efficiency and renewable energy will help cut consumer electricity bills. Read more: http://t.co/tmFMYxCR7B,2015-07-23 21:51:00,624336000000000000,en,1972,913,1
270,BarackObama,"Carbon pollution from power plants is being reduced, even as the economy grows. Read more: http://t.co/djv2Wdqa9i #ActOnClimate",2015-07-23 16:17:00,624252000000000000,en,1500,652,1
271,BarackObama,Read how the Obama administration plans to help renters and low-income homeowners gain easier access to solar energy: http://t.co/ZmVniqyeFt,2015-07-07 17:30:00,618472000000000000,en,1301,624,1
272,BarackObama,Three of the world's biggest economies announced new goals to #ActOnClimate: http://t.co/PTYcxlKlwu,2015-07-01 22:13:00,616369000000000000,en,1453,704,1
273,BarackObama,You've never seen greens like this. Enter now for your chance to win a trip to Hawaii: http://t.co/5xu1velsHQ http://t.co/yTD0j0UplR,2015-06-29 20:54:00,615624000000000000,en,1790,579,1
274,BarackObama,"New report: Left unchecked, climate change presents catastrophic risks to human health. http://t.co/doPjF4h0Ul #ActOnClimate",2015-06-23 18:00:00,613406000000000000,en,1309,900,1
275,BarackObama,"The benefits of fighting climate change are clear—the sooner we #ActOnClimate, the better off we'll be. http://t.co/i4ZN8k7xL6",2015-06-22 20:41:00,613085000000000000,en,1591,907,1
276,BarackObama,It's a win-win. #ActOnClimate http://t.co/aA8q5iTTCn,2015-06-22 15:10:00,613001000000000000,en,1618,666,1
277,BarackObama,Fighting climate change with solar power creates jobs. #PutSolarOnIt http://t.co/0zWThuBfn7,2015-06-20 19:23:00,612340000000000000,en,2448,1523,1
278,BarackObama,The EPA's standards for trucks will save billions of dollars while decreasing carbon pollution: http://t.co/8r50Jx68md #ActOnClimate,2015-06-19 20:12:00,611990000000000000,en,1421,556,1
279,BarackObama,Reducing carbon pollution is a job creator. Read more from @GinaEPA: http://t.co/QDZrPU0UB2 #ActOnClimate,2015-06-19 16:24:00,611933000000000000,en,1319,599,1
280,BarackObama,Find out why it's economically beneficial to #ActOnClimate from @GinaEPA: http://t.co/8JzVHYpKg2,2015-06-17 22:14:00,611296000000000000,en,1010,444,1
281,BarackObama,Investing in the clean energy industry is an important way to #ActOnClimate. http://t.co/aSEpaFiSMj,2015-06-16 20:36:00,610909000000000000,en,1868,1105,1
282,BarackObama,These investments put us $4 billion closer to clean energy solutions: http://t.co/f2xr2nsJW1 #ActOnClimate,2015-06-16 16:57:00,610854000000000000,en,1246,478,1
283,BarackObama,States like Hawaii are leading the fight against climate change: http://t.co/V5Z9p0EuFr #SwitchToClean,2015-06-12 20:19:00,609455000000000000,en,1843,719,1
284,BarackObama,200 trillion gallons of rain fell in May—the wettest month on record. http://t.co/87oGgLFiJt #ActOnClimate,2015-06-11 21:05:00,609104000000000000,en,1453,730,1
285,BarackObama,Climate change is already affecting our communities. That's why the President is taking steps to #ActOnClimate now. http://t.co/2VhVCQ2E7p,2015-06-11 15:21:00,609018000000000000,en,2850,1636,1
286,BarackObama,Hawaii just set a goal of generating 100 percent of its electricity from renewable resources: http://t.co/CMcQu38tqg #SwitchToClean,2015-06-10 21:40:00,608751000000000000,en,3523,1710,1
287,BarackObama,This shouldn't be a partisan issue. It's time to #ActOnClimate. http://t.co/iOsR9roqLd,2015-06-04 15:17:00,606480000000000000,en,3289,1718,1
288,BarackObama,Add your name to join the team fighting back against climate change denial: http://t.co/JNEXVHyT0q #ActOnClimate http://t.co/Hbu3cZcUgR,2015-05-29 21:22:00,604397000000000000,en,2465,1327,1
289,BarackObama,New clean water provisions will help protect the health of 117 million Americans. Read more: http://t.co/7qXT338jls #CleanWaterRules,2015-05-29 14:32:00,604294000000000000,en,1466,523,1
290,BarackObama,Read about the hurricane preparedness briefing the President is receiving in Miami today: http://t.co/NfRkw4p8l7 #ActOnClimate,2015-05-28 16:47:00,603966000000000000,en,907,361,1
291,BarackObama,"When 97 percent of climate scientists agree, it's time for the deniers to put politics aside and #ActOnClimate. http://t.co/mbHMhbVJK9",2015-05-27 20:47:00,603664000000000000,en,4250,3163,1
292,BarackObama,America needs to lead the way and #ActOnClimate. http://t.co/w9QG9qPxF4 http://t.co/U3T5negdYn,2015-05-22 18:19:00,601815000000000000,en,2511,1141,1
293,BarackObama,Check out the President's speech at the United States Coast Guard Academy on why it's so important to #ActOnClimate: http://t.co/4Zxjs2v9ap,2015-05-21 17:03:00,601433000000000000,en,1124,413,1
294,BarackObama,"""This cannot be subject to the usual politics and the usual rhetoric."" —President Obama on climate change #ActOnClimate",2015-05-20 16:18:00,601060000000000000,en,1648,628,1
295,BarackObama,"""It will not be easy, it will require sacrifices, and the politics will be tough. But there is no other way."" —President Obama #ActOnClimate",2015-05-20 16:14:00,601058000000000000,en,1788,772,1
296,BarackObama,"""The only way the world is going to prevent the effects of climate change is to slow down the warming of the planet."" —President Obama",2015-05-20 16:12:00,601058000000000000,en,2064,1021,1
297,BarackObama,"""Climate change—and especially rising seas—is a threat to our homeland security."" —President Obama #ActOnClimate",2015-05-20 16:10:00,601057000000000000,en,1545,684,1
298,BarackObama,"""Denying it or refusing to deal with it endangers our national security."" —President Obama on climate change #ActOnClimate",2015-05-20 16:08:00,601057000000000000,en,1559,701,1
299,BarackObama,"""Cadets, the threat of a changing climate cuts to the very core of your service."" —President Obama to the U.S. Coast Guard Academy graduates",2015-05-20 16:05:00,601056000000000000,en,1002,349,-1
300,BarackObama,"""The planet is getting warmer. Fourteen of the 15 hottest years on record have been in the past 15 years."" —President Obama #ActOnClimate",2015-05-20 16:02:00,601055000000000000,en,1931,1266,1
301,BarackObama,"""The best scientists in the world know that climate change is happening."" —President Obama #ActOnClimate",2015-05-20 15:57:00,601054000000000000,en,1919,982,1
302,BarackObama,What will it take for climate change deniers to #ActOnClimate? http://t.co/uN7gkOcpyM,2015-05-18 14:47:00,600312000000000000,en,2674,1550,1
303,BarackObama,NASA leads the world in the exploration and study of planets. Let's not let climate change deniers change that: http://t.co/dcUlvdFaha,2015-05-11 23:05:00,597900000000000000,en,1762,997,1
304,BarackObama,Too many elected officials are still in denial about climate change. Join the team holding them accountable: http://t.co/UEGDqi8UQd,2015-05-07 22:06:00,596436000000000000,en,2071,1062,1
305,BarackObama,"Carbon pollution in the atmosphere has hit a dangerous milestone. It's time for action, not denial. http://t.co/PbTnZNaFTi #ActOnClimate",2015-05-07 19:50:00,596402000000000000,en,1972,1511,1
306,BarackObama,That time President Obama didn't need an anger translator to show how much we need to #ActOnClimate: http://t.co/gI2YPGJ15B #TBT,2015-05-07 16:49:00,596356000000000000,en,3046,1799,1
307,BarackObama,Addressing climate change isn't just good for our planet and our economy—it's good for our health: http://t.co/JWLJwnOI1a #ActOnClimate,2015-05-06 20:11:00,596045000000000000,en,1872,1140,1
308,BarackObama,Add your name if you're ready to #ActOnClimate: http://t.co/Ivsom2VXOg http://t.co/T7CeyDxzkk,2015-05-05 20:01:00,595680000000000000,en,1772,877,1
309,BarackObama,The science is clear—climate change shouldn't be ignored. #ActOnClimate http://t.co/4cDfjNrvYe,2015-05-04 15:51:00,595254000000000000,en,2989,2198,1
310,BarackObama,Read President Obama's op-ed in the @MiamiHerald on why we can't wait to #ActOnClimate: http://t.co/XZf9ASsVVU,2015-04-30 16:59:00,593822000000000000,en,895,419,1
311,BarackObama,Farmers can fight climate change. Read about the Obama administration's new plans to help: http://t.co/MWU7oqD8Cn #ActOnClimate,2015-04-24 20:43:00,591704000000000000,en,1142,575,1
312,BarackObama,America can't stand by and let other countries #LeadOnTrade. We have to step up and write free and fair trade rules. http://t.co/epz8uJekra,2015-04-24 15:54:00,591631000000000000,en,1377,686,1
313,BarackObama,Here’s a reminder from @GinaEPA of a few challenges the EPA has conquered in the past: http://t.co/voNhiOhjX6 #ActOnClimate,2015-04-23 18:16:00,591305000000000000,en,671,256,1
314,BarackObama,#ClimateChangeIsReal. So is President Obama's 3-point game. http://t.co/M27bxCqJSG,2015-04-22 22:24:00,591005000000000000,en,61045,62496,-1
315,BarackObama,"""This is not some impossible problem that we cannot solve. We can solve it if we have the political will."" —President Obama #ActOnClimate",2015-04-22 19:35:00,590962000000000000,en,3252,1688,1
316,BarackObama,"""Climate change can no longer be denied. It can't be edited out. It can't be omitted from the conversation."" —President Obama #ActOnClimate",2015-04-22 19:28:00,590960000000000000,en,2223,1757,1
317,BarackObama,"""The Pentagon says that climate change poses an increasing set of risks for global security."" —President Obama #ActOnClimate",2015-04-22 19:27:00,590960000000000000,en,1095,595,1
318,BarackObama,"""If we don't act, there may not be an Everglades as we know it."" —President Obama #ActOnClimate",2015-04-22 19:25:00,590960000000000000,en,1303,595,1
319,BarackObama,LIVE: President Obama is discussing the threat climate change poses to our economy and to the world. http://t.co/nDOE0KVHhz #ActOnClimate,2015-04-22 19:19:00,590958000000000000,en,930,469,1
320,BarackObama,Tune in at 3:05 p.m. ET to watch the President speak in Everglades National Park about fighting climate change: http://t.co/glIczQiYfn,2015-04-22 18:55:00,590952000000000000,en,782,323,1
321,BarackObama,#ClimateChangeIsReal. So is the historic agreement between the U.S. and China last fall to cut carbon pollution.,2015-04-22 17:00:00,590923000000000000,en,1689,784,1
